,open,high,low,close,volume,value
2019-06-26 09:00:00,13942000.0,16840000.0,13858000.0,15854000.0,49346.44063007,750596227110.595
2019-06-27 09:00:00,15854000.0,16451000.0,13088000.0,14028000.0,53630.66520719,784340620564.0253
2019-06-28 09:00:00,14021000.0,15400000.0,13597000.0,15307000.0,34255.78282605,496347234579.13184
2019-06-29 09:00:00,15306000.0,15446000.0,14246000.0,14576000.0,20528.56039002,301336580523.4551
2019-06-30 09:00:00,14576000.0,14823000.0,13501000.0,13598000.0,15823.17086473,224262126831.7942
2019-07-01 09:00:00,13599000.0,13846000.0,12330000.0,13026000.0,25148.22954355,329524192946.7636
2019-07-02 09:00:00,13027000.0,13352000.0,11850000.0,13205000.0,33653.85372014,420056886890.81635
2019-07-03 09:00:00,13205000.0,14450000.0,13205000.0,14419000.0,29701.05312366,408707039821.3516
2019-07-04 09:00:00,14424000.0,14543000.0,13446000.0,13535000.0,17777.00140039,250066064432.3536
2019-07-05 09:00:00,13535000.0,13790000.0,13100000.0,13367000.0,15604.87414517,210030655123.0837
2019-07-06 09:00:00,13352000.0,13980000.0,13337000.0,13607000.0,11029.65693401,151147381308.83176
2019-07-07 09:00:00,13608000.0,13777000.0,13402000.0,13652000.0,6112.29934939,82884148613.21906
2019-07-08 09:00:00,13658000.0,14712000.0,13504000.0,14570000.0,13219.12416828,186721744809.7835
2019-07-09 09:00:00,14569000.0,15167000.0,14449000.0,14940000.0,18409.06927592,272967560115.14102
2019-07-10 09:00:00,14940000.0,15537000.0,14010000.0,14595000.0,29004.84701858,434277406079.4697
2019-07-11 09:00:00,14594000.0,14662000.0,13488000.0,13770000.0,25449.01584899,355725403110.0496
2019-07-12 09:00:00,13770000.0,14300000.0,13240000.0,14199000.0,17827.61270592,247018185031.88745
2019-07-13 09:00:00,14194000.0,14266000.0,13373000.0,13810000.0,10525.64945175,145284309844.6349
2019-07-14 09:00:00,13810000.0,13857000.0,12393000.0,12425000.0,18601.5880795,242509429976.46146
2019-07-15 09:00:00,12425000.0,13440000.0,11858000.0,13166000.0,23622.08610276,294881461928.9903
2019-07-16 09:00:00,13162000.0,13388000.0,11325000.0,11448000.0,25524.42453999,314936961328.8254
2019-07-17 09:00:00,11448000.0,11993000.0,10880000.0,11648000.0,29435.3111246,336410164581.6101
2019-07-18 09:00:00,11642000.0,12800000.0,11082000.0,12659000.0,30361.56543744,363450021670.8476
2019-07-19 09:00:00,12656000.0,12805000.0,12210000.0,12549000.0,16966.26425103,211800996611.0615
2019-07-20 09:00:00,12549000.0,13090000.0,12410000.0,12780000.0,12766.06610129,161718406260.70175
2019-07-21 09:00:00,12780000.0,12843000.0,12300000.0,12565000.0,7503.34531353,94378482422.30756
2019-07-22 09:00:00,12565000.0,12683000.0,12101000.0,12310000.0,7619.39808956,94670693910.00761
2019-07-23 09:00:00,12311000.0,12337000.0,11770000.0,11797000.0,9196.95112987,110719884759.42117
2019-07-24 09:00:00,11797000.0,11811000.0,11327000.0,11611000.0,8792.82200225,101476361131.32648
2019-07-25 09:00:00,11611000.0,12103000.0,11556000.0,11743000.0,7073.00169757,84081541940.41408
2019-07-26 09:00:00,11738000.0,11738000.0,11456000.0,11680000.0,5539.77501847,64103081759.54955
2019-07-27 09:00:00,11680000.0,12011000.0,11121000.0,11310000.0,8266.20538641,95456708174.75398
2019-07-28 09:00:00,11306000.0,11417000.0,11000000.0,11310000.0,4658.22707119,52517787373.64076
2019-07-29 09:00:00,11312000.0,11547000.0,11151000.0,11280000.0,4965.89960032,56246405054.09359
2019-07-30 09:00:00,11280000.0,11500000.0,11146000.0,11323000.0,4773.20645331,53928293023.59129
2019-07-31 09:00:00,11323000.0,11960000.0,11300000.0,11957000.0,8042.51654364,93764411909.692
2019-08-01 09:00:00,11956000.0,12412000.0,11682000.0,12317000.0,7300.30830386,87399133792.92517
2019-08-02 09:00:00,12317000.0,12768000.0,12213000.0,12563000.0,9548.01565542,119089116597.80522
2019-08-03 09:00:00,12563000.0,12883000.0,12523000.0,12773000.0,7491.78097596,95589607052.77835
2019-08-04 09:00:00,12772000.0,13036000.0,12475000.0,12958000.0,8484.58320479,108274878887.12016
2019-08-05 09:00:00,12958000.0,14213000.0,12948000.0,14181000.0,18719.86010936,256826360069.86636
2019-08-06 09:00:00,14181000.0,14570000.0,13455000.0,13782000.0,22453.01941633,315014494693.0396
2019-08-07 09:00:00,13782000.0,14408000.0,13570000.0,14219000.0,16557.39288205,231909308100.32922
2019-08-08 09:00:00,14197000.0,14310000.0,13841000.0,14241000.0,9231.75268362,130357944365.48573
2019-08-09 09:00:00,14250000.0,14315000.0,13980000.0,14248000.0,7624.83526974,107983995428.21399
2019-08-10 09:00:00,14246000.0,14331000.0,13582000.0,13699000.0,8664.21798351,120388045219.07057
2019-08-11 09:00:00,13698000.0,13918000.0,13434000.0,13876000.0,5737.5360073,78561546587.2456
2019-08-12 09:00:00,13876000.0,13893000.0,13535000.0,13696000.0,3581.48838483,49090206115.44249
2019-08-13 09:00:00,13696000.0,13745000.0,13012000.0,13147000.0,7466.96099317,99671230254.66484
2019-08-14 09:00:00,13147000.0,13152000.0,12109000.0,12202000.0,13208.81054594,167381788906.1582
2019-08-15 09:00:00,12200000.0,12770000.0,11535000.0,12619000.0,20920.03379127,254083433250.48477
2019-08-16 09:00:00,12620000.0,12847000.0,11930000.0,12575000.0,17519.15336984,217247041267.09216
2019-08-17 09:00:00,12575000.0,12722000.0,12201000.0,12424000.0,6445.93547673,80734967357.55618
2019-08-18 09:00:00,12422000.0,12729000.0,12230000.0,12509000.0,6357.87368969,79575156884.12813
2019-08-19 09:00:00,12512000.0,13191000.0,12413000.0,13165000.0,10273.77158288,131988062579.49509
2019-08-20 09:00:00,13166000.0,13211000.0,12746000.0,12952000.0,8459.48670027,109739439060.3668
2019-08-21 09:00:00,12959000.0,13014000.0,12011000.0,12293000.0,11402.28623537,141065350911.02307
2019-08-22 09:00:00,12293000.0,12383000.0,11870000.0,12210000.0,9088.12379505,110232585492.08633
2019-08-23 09:00:00,12210000.0,12523000.0,12138000.0,12443000.0,6873.32738549,84725098861.38988
2019-08-24 09:00:00,12454000.0,12470000.0,11985000.0,12201000.0,4726.72264489,57620101107.40069
2019-08-25 09:00:00,12201000.0,12410000.0,12000000.0,12218000.0,4711.94391647,57423735677.64393
2019-08-26 09:00:00,12218000.0,12680000.0,12209000.0,12421000.0,7128.12167165,88655539497.4194
2019-08-27 09:00:00,12415000.0,12444000.0,12088000.0,12208000.0,3899.29018809,47689175979.89643
2019-08-28 09:00:00,12208000.0,12319000.0,11684000.0,11787000.0,6489.41656104,77931868159.07452
2019-08-29 09:00:00,11787000.0,11788000.0,11380000.0,11525000.0,6298.06439684,72684959819.4439
2019-08-30 09:00:00,11525000.0,11768000.0,11384000.0,11632000.0,4350.76365002,50382918699.21211
2019-08-31 09:00:00,11643000.0,11718000.0,11500000.0,11612000.0,2750.65389976,31962253332.97265
2019-09-01 09:00:00,11612000.0,11860000.0,11544000.0,11768000.0,2564.52409767,29924188377.9901
2019-09-02 09:00:00,11768000.0,12545000.0,11726000.0,12435000.0,6302.83112041,76234083269.97522
2019-09-03 09:00:00,12435000.0,12959000.0,12310000.0,12703000.0,9806.45336225,124030874069.93253
2019-09-04 09:00:00,12722000.0,12900000.0,12438000.0,12641000.0,6669.27583971,84250038678.29063
2019-09-05 09:00:00,12636000.0,12752000.0,12533000.0,12644000.0,3920.57195261,49529989107.0378
2019-09-06 09:00:00,12644000.0,13014000.0,12306000.0,12341000.0,8927.34060442,113421449490.96562
2019-09-07 09:00:00,12340000.0,12588000.0,12335000.0,12473000.0,3300.44318828,41093245850.74858
2019-09-08 09:00:00,12475000.0,12579000.0,12271000.0,12370000.0,2998.75719124,37241378038.45429
2019-09-09 09:00:00,12370000.0,12480000.0,12010000.0,12278000.0,5421.69210394,66431799125.39599
2019-09-10 09:00:00,12270000.0,12330000.0,11962000.0,12078000.0,3132.17632188,38089901706.28362
2019-09-11 09:00:00,12073000.0,12255000.0,11858000.0,12162000.0,3747.82512087,45147419832.41659
2019-09-12 09:00:00,12163000.0,12466000.0,12038000.0,12427000.0,3436.84212336,42070122634.02177
2019-09-13 09:00:00,12418000.0,12444000.0,12137000.0,12306000.0,2443.51292131,30017708367.37842
2019-09-14 09:00:00,12306000.0,12330000.0,12147000.0,12253000.0,2424.39093154,29727338744.49301
2019-09-15 09:00:00,12258000.0,12290000.0,12150000.0,12169000.0,2032.31464177,24787619670.48587
2019-09-16 09:00:00,12176000.0,12251000.0,11953000.0,12133000.0,3908.91952001,47334758373.4437
2019-09-17 09:00:00,12133000.0,12136000.0,12001000.0,12061000.0,4203.17884704,50717638290.33221
2019-09-18 09:00:00,12060000.0,12154000.0,12010000.0,12050000.0,3927.0798215,47420990225.98303
2019-09-19 09:00:00,12049000.0,12250000.0,11556000.0,12180000.0,6904.491687,81918464278.2582
2019-09-20 09:00:00,12175000.0,12222000.0,12002000.0,12074000.0,3081.28623456,37229747926.49026
2019-09-21 09:00:00,12074000.0,12080000.0,11808000.0,11891000.0,2493.56516351,29757655305.17087
2019-09-22 09:00:00,11891000.0,11980000.0,11733000.0,11936000.0,3173.26096381,37670180391.84503
2019-09-23 09:00:00,11943000.0,11960000.0,11490000.0,11545000.0,4597.23259343,53889241967.49019
2019-09-24 09:00:00,11545000.0,11668000.0,9800000.0,10194000.0,12189.27183059,131311857635.47179
2019-09-25 09:00:00,10221000.0,10587000.0,9811000.0,10143000.0,9974.20045584,100989681269.3399
2019-09-26 09:00:00,10146000.0,10200000.0,9375000.0,9700000.0,10322.36470948,101046454349.3524
2019-09-27 09:00:00,9700000.0,9914000.0,9431000.0,9833000.0,5463.77470047,52692807794.0339
2019-09-28 09:00:00,9833000.0,9972000.0,9633000.0,9874000.0,3868.14817646,37895262101.74691
2019-09-29 09:00:00,9875000.0,9907000.0,9543000.0,9670000.0,2898.38841753,28100774511.27242
2019-09-30 09:00:00,9672000.0,9984000.0,9268000.0,9945000.0,8157.17697332,78406425958.17792
2019-10-01 09:00:00,9945000.0,10234000.0,9797000.0,9987000.0,6643.78675421,66732354859.10069
2019-10-02 09:00:00,9987000.0,10092000.0,9812000.0,10077000.0,3695.09916577,36734263345.87575
2019-10-03 09:00:00,10089000.0,10130000.0,9786000.0,9937000.0,3518.31758295,34948711657.90537
2019-10-04 09:00:00,9932000.0,9942000.0,9663000.0,9755000.0,3338.16773592,32654323537.81212
2019-10-05 09:00:00,9755000.0,9791000.0,9570000.0,9720000.0,2297.85517253,22255428095.67198
2019-10-06 09:00:00,9720000.0,9754000.0,9370000.0,9443000.0,3160.75687312,30163362302.52708
2019-10-07 09:00:00,9441000.0,9893000.0,9295000.0,9749000.0,6586.42261914,63216416819.01753
2019-10-08 09:00:00,9748000.0,9928000.0,9661000.0,9728000.0,3877.77878012,37891242406.1716
2019-10-09 09:00:00,9729000.0,10300000.0,9670000.0,10182000.0,5787.8182771,58031436648.87896
2019-10-10 09:00:00,10182000.0,10305000.0,10020000.0,10167000.0,4579.45123586,46481165729.70021
2019-10-11 09:00:00,10167000.0,10443000.0,9803000.0,9814000.0,6349.28685378,63700438586.44717
2019-10-12 09:00:00,9813000.0,9978000.0,9805000.0,9867000.0,1870.88197695,18505374391.42544
2019-10-13 09:00:00,9879000.0,9997000.0,9723000.0,9807000.0,2289.99944652,22649118203.43795
2019-10-14 09:00:00,9804000.0,9907000.0,9735000.0,9871000.0,2561.96675963,25139803400.44763
2019-10-15 09:00:00,9870000.0,9944000.0,9675000.0,9719000.0,2837.93058097,27815987750.30002
2019-10-16 09:00:00,9715000.0,9733000.0,9441000.0,9525000.0,3148.02448435,30204786517.2861
2019-10-17 09:00:00,9525000.0,9649000.0,9460000.0,9563000.0,2313.84172892,22073646950.86906
2019-10-18 09:00:00,9563000.0,9626000.0,9350000.0,9434000.0,2708.5521542,25556298238.66218
2019-10-19 09:00:00,9428000.0,9560000.0,9360000.0,9437000.0,1841.45389053,17404523434.46427
2019-10-20 09:00:00,9446000.0,9814000.0,9373000.0,9710000.0,2624.45985664,25077308418.71932
2019-10-21 09:00:00,9698000.0,9801000.0,9610000.0,9663000.0,2955.21784118,28666803818.89707
2019-10-22 09:00:00,9663000.0,9774000.0,9451000.0,9470000.0,2690.5030671,25948459059.29083
2019-10-23 09:00:00,9469000.0,9525000.0,8689000.0,8826000.0,7029.06223189,63440499259.29793
2019-10-24 09:00:00,8826000.0,8872000.0,8630000.0,8743000.0,3195.99332726,27981734688.85916
2019-10-25 09:00:00,8743000.0,10128000.0,8706000.0,10063000.0,9376.12602054,89080424731.90956
2019-10-26 09:00:00,10063000.0,11899000.0,10015000.0,10730000.0,24630.11773568,269128618858.57144
2019-10-27 09:00:00,10727000.0,11275000.0,10551000.0,10975000.0,13557.94011661,148700608508.1477
2019-10-28 09:00:00,10975000.0,11377000.0,10719000.0,10736000.0,7680.15692763,84515204724.10098
2019-10-29 09:00:00,10731000.0,11056000.0,10630000.0,10894000.0,5143.49786317,55967079373.82939
2019-10-30 09:00:00,10903000.0,10915000.0,10501000.0,10682000.0,4599.59655203,49189378637.83092
2019-10-31 09:00:00,10682000.0,10990000.0,10488000.0,10692000.0,5113.48198377,54875677152.97942
2019-11-01 09:00:00,10698000.0,10857000.0,10604000.0,10805000.0,3200.02664451,34271914389.51104
2019-11-02 09:00:00,10805000.0,10970000.0,10754000.0,10851000.0,2544.98218191,27596836698.10383
2019-11-03 09:00:00,10851000.0,10943000.0,10660000.0,10765000.0,2156.98902181,23265123468.26498
2019-11-04 09:00:00,10765000.0,10996000.0,10645000.0,10846000.0,3242.36581783,34979608606.58006
2019-11-05 09:00:00,10846000.0,10918000.0,10674000.0,10752000.0,3398.668628,36670695777.14769
2019-11-06 09:00:00,10752000.0,10842000.0,10711000.0,10751000.0,2355.01125361,25350992809.11917
2019-11-07 09:00:00,10752000.0,10795000.0,10546000.0,10668000.0,2897.74288014,30913317792.00885
2019-11-08 09:00:00,10668000.0,10724000.0,10103000.0,10212000.0,4766.43183569,49511704409.46123
2019-11-09 09:00:00,10213000.0,10319000.0,10172000.0,10248000.0,1786.85694212,18321019288.37803
2019-11-10 09:00:00,10248000.0,10589000.0,10160000.0,10496000.0,2837.97081756,29429356440.00829
2019-11-11 09:00:00,10496000.0,10511000.0,10069000.0,10168000.0,3782.32118472,38742001326.4286
2019-11-12 09:00:00,10168000.0,10320000.0,10000000.0,10257000.0,3027.28853194,30792065011.85945
2019-11-13 09:00:00,10259000.0,10287000.0,10143000.0,10211000.0,1876.98070932,19145546177.0855
2019-11-14 09:00:00,10212000.0,10232000.0,10039000.0,10075000.0,2156.61569204,21801449664.22481
2019-11-15 09:00:00,10075000.0,10212000.0,9860000.0,9914000.0,4147.27478969,41477801451.16277
2019-11-16 09:00:00,9909000.0,9992000.0,9880000.0,9926000.0,1761.1646507,17474462137.19867
2019-11-17 09:00:00,9934000.0,10056000.0,9820000.0,9924000.0,1815.96429459,18060048970.57991
2019-11-18 09:00:00,9924000.0,9934000.0,9531000.0,9580000.0,3352.42119732,32792043310.72097
2019-11-19 09:00:00,9580000.0,9615000.0,9361000.0,9503000.0,3631.799952,34452111122.49173
2019-11-20 09:00:00,9509000.0,9553000.0,9410000.0,9486000.0,2431.5636425,23058987144.27432
2019-11-21 09:00:00,9486000.0,9525000.0,8901000.0,9024000.0,6010.80668969,55308644720.16394
2019-11-22 09:00:00,9024000.0,9123000.0,8202000.0,8651000.0,10814.24485621,93391117685.63367
2019-11-23 09:00:00,8661000.0,8712000.0,8405000.0,8670000.0,3952.26249858,33850080658.51349
2019-11-24 09:00:00,8675000.0,8693000.0,8164000.0,8218000.0,4506.87052334,37940617155.55644
2019-11-25 09:00:00,8217000.0,8633000.0,7683000.0,8338000.0,13648.46006191,111235431131.05804
2019-11-26 09:00:00,8338000.0,8627000.0,8240000.0,8410000.0,5867.68876664,49374020762.80759
2019-11-27 09:00:00,8413000.0,8900000.0,8041000.0,8702000.0,9265.75223133,78036777970.6851
2019-11-28 09:00:00,8700000.0,8903000.0,8615000.0,8674000.0,4045.7239098,35384894253.29519
2019-11-29 09:00:00,8672000.0,9200000.0,8658000.0,9037000.0,4210.80049996,37638406443.31399
2019-11-30 09:00:00,9035000.0,9106000.0,8726000.0,8838000.0,2495.78793255,22305240923.3703
2019-12-01 09:00:00,8838000.0,8840000.0,8480000.0,8630000.0,3023.698278,26066009346.83703
2019-12-02 09:00:00,8630000.0,8705000.0,8415000.0,8585000.0,1837.43925831,15714767986.39316
2019-12-03 09:00:00,8590000.0,8700000.0,8520000.0,8607000.0,1641.81595301,14144230521.27084
2019-12-04 09:00:00,8607000.0,8996000.0,8432000.0,8515000.0,5171.38101548,44778200122.78624
2019-12-05 09:00:00,8515000.0,8810000.0,8480000.0,8685000.0,3969.79229665,34354288789.64471
2019-12-06 09:00:00,8685000.0,8852000.0,8614000.0,8813000.0,3039.17313756,26463749586.85809
2019-12-07 09:00:00,8815000.0,8897000.0,8776000.0,8784000.0,1910.69581081,16856577567.12357
2019-12-08 09:00:00,8784000.0,8857000.0,8670000.0,8807000.0,2000.92140277,17561562887.79252
2019-12-09 09:00:00,8807000.0,8891000.0,8640000.0,8679000.0,3125.56191138,27444900233.5498
2019-12-10 09:00:00,8679000.0,8749000.0,8480000.0,8537000.0,2949.17212834,25451639641.20134
2019-12-11 09:00:00,8539000.0,8592000.0,8419000.0,8490000.0,1897.01475656,16156817415.65165
2019-12-12 09:00:00,8490000.0,8566000.0,8360000.0,8437000.0,2457.07047864,20772768614.45036
2019-12-13 09:00:00,8438000.0,8577000.0,8430000.0,8490000.0,2163.02130941,18349093540.30931
2019-12-14 09:00:00,8490000.0,8520000.0,8200000.0,8277000.0,2408.92097104,20194039087.57045
2019-12-15 09:00:00,8277000.0,8440000.0,8190000.0,8319000.0,1911.20234202,15864899581.16213
2019-12-16 09:00:00,8319000.0,8347000.0,8017000.0,8050000.0,2333.04536211,19139495161.41346
2019-12-17 09:00:00,8058000.0,8108000.0,7700000.0,7742000.0,4587.86377499,36267738374.63466
2019-12-18 09:00:00,7741000.0,8668000.0,7546000.0,8466000.0,7394.86247818,58866546299.65807
2019-12-19 09:00:00,8466000.0,8590000.0,8210000.0,8328000.0,4444.33915592,37094382370.39195
2019-12-20 09:00:00,8329000.0,8395000.0,8241000.0,8338000.0,2315.68010263,19260477837.46148
2019-12-21 09:00:00,8342000.0,8342000.0,8260000.0,8295000.0,952.39697702,7904936683.07831
2019-12-22 09:00:00,8295000.0,8696000.0,8277000.0,8689000.0,2717.8458866,23008097682.24533
2019-12-23 09:00:00,8688000.0,8890000.0,8456000.0,8520000.0,5451.7473576,47475904169.37631
2019-12-24 09:00:00,8520000.0,8630000.0,8354000.0,8470000.0,3635.40093186,30918612123.69409
2019-12-25 09:00:00,8460000.0,8471000.0,8317000.0,8370000.0,1857.22709208,15603911383.43883
2019-12-26 09:00:00,8370000.0,8595000.0,8317000.0,8371000.0,2740.2112794,23015609826.01268
2019-12-27 09:00:00,8367000.0,8424000.0,8195000.0,8385000.0,2402.06470551,20006753451.82146
2019-12-28 09:00:00,8385000.0,8479000.0,8376000.0,8432000.0,1725.5127045,14554673138.96279
2019-12-29 09:00:00,8428000.0,8639000.0,8388000.0,8486000.0,2486.01610538,21095568479.77485
2019-12-30 09:00:00,8486000.0,8496000.0,8331000.0,8341000.0,2355.80361501,19849732355.62998
2019-12-31 09:00:00,8343000.0,8439000.0,8260000.0,8312000.0,1846.5409191,15395058519.21328
2020-01-01 09:00:00,8308000.0,8387000.0,8287000.0,8300000.0,1030.45814676,8582255396.02558
2020-01-02 09:00:00,8300000.0,8310000.0,8026000.0,8037000.0,2054.03956598,16790797168.07339
2020-01-03 09:00:00,8038000.0,8525000.0,7910000.0,8474000.0,5887.00880804,49021606425.72705
2020-01-04 09:00:00,8476000.0,8520000.0,8382000.0,8482000.0,1987.26688134,16789801499.44245
2020-01-05 09:00:00,8483000.0,8645000.0,8436000.0,8454000.0,2807.832172,24039161184.35222
2020-01-06 09:00:00,8451000.0,8890000.0,8446000.0,8866000.0,5340.14041587,46379071124.21256
2020-01-07 09:00:00,8866000.0,9444000.0,8865000.0,9398000.0,8896.19194694,80878156552.8778
2020-01-08 09:00:00,9386000.0,9736000.0,9030000.0,9085000.0,13024.51495279,123019277437.88495
2020-01-09 09:00:00,9084000.0,9142000.0,8900000.0,8941000.0,5174.23891081,46561753849.07573
2020-01-10 09:00:00,8940000.0,9250000.0,8750000.0,9233000.0,6980.82897357,62925329692.41817
2020-01-11 09:00:00,9218000.0,9350000.0,9047000.0,9060000.0,4233.99262116,38861047625.40993
2020-01-12 09:00:00,9066000.0,9250000.0,9014000.0,9213000.0,2412.74898932,22101988619.26872
2020-01-13 09:00:00,9218000.0,9227000.0,9101000.0,9172000.0,1991.09310408,18249005011.62269
2020-01-14 09:00:00,9179000.0,9859000.0,9162000.0,9716000.0,11554.39037004,110231380420.97162
2020-01-15 09:00:00,9716000.0,9917000.0,9498000.0,9735000.0,8125.75207139,79085766458.35992
2020-01-16 09:00:00,9735000.0,9855000.0,9561000.0,9785000.0,4081.48265366,39665434450.60096
2020-01-17 09:00:00,9789000.0,10216000.0,9719000.0,9992000.0,8319.12836052,83412175524.28444
2020-01-18 09:00:00,9997000.0,10167000.0,9900000.0,10085000.0,3865.42130063,38838416041.82468
2020-01-19 09:00:00,10085000.0,10484000.0,9734000.0,9887000.0,8567.01218693,86262593734.9222
2020-01-20 09:00:00,9886000.0,9951000.0,9775000.0,9851000.0,3320.61609519,32790031642.56386
2020-01-21 09:00:00,9856000.0,10014000.0,9800000.0,9958000.0,2842.75512757,28124677203.53503
2020-01-22 09:00:00,9960000.0,10091000.0,9845000.0,9922000.0,2972.58459218,29600935084.98802
2020-01-23 09:00:00,9922000.0,9930000.0,9623000.0,9750000.0,3630.5273721,35440547073.00841
2020-01-24 09:00:00,9750000.0,9885000.0,9631000.0,9813000.0,2941.43472294,28685136535.53574
2020-01-25 09:00:00,9816000.0,9816000.0,9669000.0,9745000.0,1443.81660204,14030173932.57782
2020-01-26 09:00:00,9745000.0,9986000.0,9700000.0,9966000.0,2221.71968044,21899391391.92468
2020-01-27 09:00:00,9966000.0,10277000.0,9948000.0,10132000.0,4801.26130294,48415199217.52405
2020-01-28 09:00:00,10128000.0,10601000.0,10127000.0,10570000.0,6620.77416871,68462839033.31838
2020-01-29 09:00:00,10570000.0,10780000.0,10500000.0,10670000.0,5305.29886421,56351664844.84832
2020-01-30 09:00:00,10670000.0,10882000.0,10520000.0,10779000.0,5029.07029051,53656097225.64684
2020-01-31 09:00:00,10778000.0,10841000.0,10642000.0,10781000.0,3618.06000067,38857928207.28571
2020-02-01 09:00:00,10781000.0,10918000.0,10770000.0,10820000.0,2886.0973791,31294876435.39403
2020-02-02 09:00:00,10820000.0,10887000.0,10680000.0,10765000.0,3318.26175912,35841614441.05652
2020-02-03 09:00:00,10765000.0,10975000.0,10715000.0,10750000.0,3683.40186368,39872569783.4332
2020-02-04 09:00:00,10750000.0,10790000.0,10504000.0,10635000.0,4273.50735062,45509665494.21313
2020-02-05 09:00:00,10636000.0,11116000.0,10589000.0,11054000.0,5644.68431028,61300553914.19267
2020-02-06 09:00:00,11068000.0,11410000.0,10905000.0,11264000.0,5742.27238319,64300123937.46006
2020-02-07 09:00:00,11269000.0,11610000.0,11256000.0,11490000.0,4139.85704717,47385485847.47539
2020-02-08 09:00:00,11490000.0,11600000.0,11257000.0,11568000.0,4372.50942089,49928407922.05405
2020-02-09 09:00:00,11568000.0,11863000.0,11567000.0,11821000.0,4936.95291749,57924089180.77049
2020-02-10 09:00:00,11821000.0,11864000.0,11392000.0,11520000.0,5213.48423455,60459892531.15172
2020-02-11 09:00:00,11520000.0,11950000.0,11269000.0,11819000.0,6034.79122331,69984450456.1307
2020-02-12 09:00:00,11820000.0,11956000.0,11761000.0,11793000.0,6619.13819041,78341582233.6628
2020-02-13 09:00:00,11793000.0,12044000.0,11580000.0,11793000.0,9190.66395973,108560211308.22157
2020-02-14 09:00:00,11793000.0,11899000.0,11717000.0,11845000.0,4420.81384236,52247414483.7466
2020-02-15 09:00:00,11857000.0,11889000.0,11400000.0,11503000.0,4844.00618252,56761104058.12535
2020-02-16 09:00:00,11513000.0,11766000.0,11320000.0,11659000.0,5377.24392055,61959756344.30487
2020-02-17 09:00:00,11659000.0,11691000.0,11136000.0,11438000.0,5888.97179664,67010421516.05557
2020-02-18 09:00:00,11438000.0,11900000.0,11308000.0,11838000.0,5450.8758839,62996029296.63419
2020-02-19 09:00:00,11837000.0,11973000.0,11350000.0,11415000.0,5713.59402305,67070310930.24622
2020-02-20 09:00:00,11419000.0,11580000.0,11350000.0,11520000.0,6303.71044042,72234337182.59335
2020-02-21 09:00:00,11532000.0,11620000.0,11454000.0,11498000.0,4249.29863364,49077437552.63174
2020-02-22 09:00:00,11498000.0,11529000.0,11395000.0,11496000.0,1836.08707185,21067376074.52816
2020-02-23 09:00:00,11495000.0,11831000.0,11482000.0,11753000.0,3288.45979643,38424742191.869
2020-02-24 09:00:00,11753000.0,11840000.0,11555000.0,11633000.0,3115.02855796,36343856049.82913
2020-02-25 09:00:00,11635000.0,11639000.0,11280000.0,11330000.0,3895.25756826,44619424372.32915
2020-02-26 09:00:00,11330000.0,11408000.0,10628000.0,10741000.0,7477.71264507,82455216388.6713
2020-02-27 09:00:00,10742000.0,10888000.0,10313000.0,10699000.0,6437.73425905,68530906781.28176
2020-02-28 09:00:00,10696000.0,10840000.0,10306000.0,10575000.0,5181.61535688,54606619565.01113
2020-02-29 09:00:00,10575000.0,10631000.0,10371000.0,10374000.0,2145.36310753,22523893822.66752
2020-03-01 09:00:00,10380000.0,10559000.0,10287000.0,10374000.0,3275.71519136,34073229456.85715
2020-03-02 09:00:00,10358000.0,10749000.0,10326000.0,10675000.0,3010.56353784,31672027841.03262
2020-03-03 09:00:00,10675000.0,10689000.0,10405000.0,10502000.0,2858.43820794,30119548760.45767
